term,estimate,std.error,statistic,p.value
bp_valid^6:pretrainedTRUE:archresnet50,5.298887470936234e-4,0.016054058476724378,0.03300652902578316,0.9736696004527412
bp_valid^7:pretrainedTRUE:archresnet50,-0.0037540342382565654,0.016054058476724784,-0.23383708510213627,0.8151130519789318
bp_valid^8:pretrainedTRUE:archresnet50,-0.0016813644765718298,0.016054058476724756,-0.10473142844281272,0.9165896223216272
bp_valid.L:pretrainedTRUE:archresnet50d,0.12052294050948982,0.016054058476724607,7.507319142024157,6.202345160214625e-14
bp_valid.Q:pretrainedTRUE:archresnet50d,-0.11138696153407282,0.016054058476724656,-6.938243167331352,4.050532936598591e-12
bp_valid.C:pretrainedTRUE:archresnet50d,0.045785434314354556,0.016054058476724687,2.8519538770046635,0.004348105519923131
bp_valid^4:pretrainedTRUE:archresnet50d,0.009101874743899896,0.016054058476724777,0.5669516376245808,0.5707512777503172
bp_valid^5:pretrainedTRUE:archresnet50d,-0.03293376396120841,0.016054058476724812,-2.051429176550952,0.0402338258089511
bp_valid^6:pretrainedTRUE:archresnet50d,0.009293262916317343,0.016054058476724527,0.5788731198276678,0.5626791308798007
bp_valid^7:pretrainedTRUE:archresnet50d,0.02860939258886891,0.016054058476724774,1.7820660507962456,0.07474856353934012
bp_valid^8:pretrainedTRUE:archresnet50d,0.008448906215983135,0.01605405847672499,0.5262785250366612,0.598698588627882
bp_valid.L:pretrainedTRUE:archwide_resnet50_2,-0.027314410283832156,0.01605405847672472,-1.7014021920645652,0.08887784294210307
bp_valid.Q:pretrainedTRUE:archwide_resnet50_2,0.021520907671873722,0.016054058476724777,1.340527549658225,0.18008403569019316
bp_valid.C:pretrainedTRUE:archwide_resnet50_2,-0.013291686516617596,0.016054058476724784,-0.8279331071260216,0.4077149643100435
bp_valid^4:pretrainedTRUE:archwide_resnet50_2,-0.021740406527727206,0.016054058476724913,-1.354200033545806,0.1756827591276489
bp_valid^5:pretrainedTRUE:archwide_resnet50_2,0.05887924875842063,0.0160540584767245,3.667561622737637,2.4529725721600214e-4
bp_valid^6:pretrainedTRUE:archwide_resnet50_2,-0.042463824739743965,0.016054058476724302,-2.6450523275039397,0.00817207971358888
bp_valid^7:pretrainedTRUE:archwide_resnet50_2,0.03717737222630561,0.01605405847672481,2.315761605092283,0.02057799094686047
bp_valid^8:pretrainedTRUE:archwide_resnet50_2,-0.030486894668878377,0.016054058476724607,-1.8990148013400283,0.057572105377995945
pretrainedTRUE:archig_resnext101_32x8d:augmentationMixUp,0.06788605302038053,0.01310808385625952,5.1789455853963595,2.2458207939629033e-7
pretrainedTRUE:archresnet101d:augmentationMixUp,-0.03618605886963178,0.013108083856259622,-2.7605910418670025,0.005773187952286233
pretrainedTRUE:archresnet18d:augmentationMixUp,-0.003443083826672225,0.013108083856259294,-0.2626687366687927,0.7928077174225918
pretrainedTRUE:archresnet50:augmentationMixUp,0.025484281314465094,0.013108083856259395,1.9441652642690257,0.05188485216999507
pretrainedTRUE:archresnet50d:augmentationMixUp,5.614553026473525e-4,0.013108083856259275,0.0428327518197292,0.9658351405619907
pretrainedTRUE:archwide_resnet50_2:augmentationMixUp,0.04066018462273256,0.013108083856259396,3.1019167308207627,0.0019245024960942382
pretrainedTRUE:archig_resnext101_32x8d:augmentationCutMix,-0.09468196576596646,0.013108083856259561,-7.223173638819267,5.199568772387305e-13
pretrainedTRUE:archresnet101d:augmentationCutMix,-0.1121749042796298,0.013108083856259604,-8.557688942923726,1.205481426191324e-17
pretrainedTRUE:archresnet18d:augmentationCutMix,-0.08547197705983971,0.013108083856259617,-6.520554643768436,7.115896828808055e-11
pretrainedTRUE:archresnet50:augmentationCutMix,-0.08759208784633032,0.013108083856259504,-6.682295353527394,2.393380555971268e-11
pretrainedTRUE:archresnet50d:augmentationCutMix,-0.06981794196668331,0.01310808385625959,-5.326327076656798,1.0093899008283653e-7
pretrainedTRUE:archwide_resnet50_2:augmentationCutMix,-0.06688583264819686,0.013108083856259622,-5.102639972527813,3.369864936760379e-7
pretrainedTRUE:augmentationMixUp:label_smoothingTRUE,0.05110508983220888,0.007006565541032171,7.293885932119653,3.08583219517697e-13
pretrainedTRUE:augmentationCutMix:label_smoothingTRUE,0.051908166079933794,0.007006565541032306,7.408503606502474,1.3109134756654654e-13
archig_resnext101_32x8d:augmentationMixUp:transTRUE,-0.0056555580338034615,0.013108083856259212,-0.431455741038984,0.6661401248656903
archresnet101d:augmentationMixUp:transTRUE,0.02068211231778617,0.013108083856259245,1.5778135496066612,0.11461898418593307
archresnet18d:augmentationMixUp:transTRUE,0.012444350046796749,0.013108083856259552,0.9493645435335044,0.3424428777208376
archresnet50:augmentationMixUp:transTRUE,0.009800616199429181,0.01310808385625921,0.7476772583163871,0.45466070683808113
archresnet50d:augmentationMixUp:transTRUE,-9.573927783423345e-4,0.01310808385625933,-0.07303834708725665,0.9417760889070486
archwide_resnet50_2:augmentationMixUp:transTRUE,0.017941044545208035,0.013108083856259242,1.3687007759445333,0.1711030669516545
archig_resnext101_32x8d:augmentationCutMix:transTRUE,0.008468845141202394,0.01310808385625943,0.6460780411591824,0.5182337530784382
archresnet101d:augmentationCutMix:transTRUE,-0.008739308803137735,0.013108083856259176,-0.6667113896257744,0.5049616249039954
archresnet18d:augmentationCutMix:transTRUE,-0.020551299780824518,0.013108083856259313,-1.5678340180140786,0.11693041104325051
archresnet50:augmentationCutMix:transTRUE,0.014048008691197145,0.013108083856259438,1.0717057386300493,0.28386083598960843
archresnet50d:augmentationCutMix:transTRUE,-1.697655738461068e-4,0.01310808385625917,-0.012951212069416459,0.9896668027631025
archwide_resnet50_2:augmentationCutMix:transTRUE,0.002348540411514404,0.013108083856259858,0.17916733195087411,0.8578075228235366
bp_valid.L:pretrainedTRUE:augmentationMixUp,-0.00586198140626434,0.010509848311548508,-0.5577608003935732,0.5770118917151985
bp_valid.Q:pretrainedTRUE:augmentationMixUp,-0.009937740384634788,0.010509848311548456,-0.9455645876177848,0.3443783220651544
bp_valid.C:pretrainedTRUE:augmentationMixUp,0.01797808368481513,0.010509848311548416,1.710594021139247,0.0871664129372857
bp_valid^4:pretrainedTRUE:augmentationMixUp,5.561039950969192e-4,0.010509848311548359,0.05291265664470769,0.9578018519714262
bp_valid^5:pretrainedTRUE:augmentationMixUp,-0.007104265616720944,0.010509848311548282,-0.675962716694468,0.49906952274063543
bp_valid^6:pretrainedTRUE:augmentationMixUp,0.0021166008057500367,0.01050984831154816,0.2013921364996608,0.8403933275854809
bp_valid^7:pretrainedTRUE:augmentationMixUp,-0.0042170695817361605,0.010509848311548334,-0.40124932888920944,0.6882394211535153
bp_valid^8:pretrainedTRUE:augmentationMixUp,0.0011700806880743076,0.010509848311548314,0.11133183404641651,0.9113539565157835
bp_valid.L:pretrainedTRUE:augmentationCutMix,-0.04333014392127191,0.010509848311548307,-4.1228134447630795,3.7527793091854913e-5
bp_valid.Q:pretrainedTRUE:augmentationCutMix,0.0016753430233272632,0.010509848311548347,0.1594069651306362,0.873349323843331
bp_valid.C:pretrainedTRUE:augmentationCutMix,0.023970371922807574,0.01050984831154841,2.280753366960444,0.02257001830558467
bp_valid^4:pretrainedTRUE:augmentationCutMix,-0.007489728331768062,0.010509848311548322,-0.712639051463595,0.47607467774625667
bp_valid^5:pretrainedTRUE:augmentationCutMix,-0.0119909057689332,0.010509848311548262,-1.1409209165994858,0.2539119336012482
bp_valid^6:pretrainedTRUE:augmentationCutMix,0.015571237792986442,0.010509848311548357,1.4815853979430478,0.13846114012894542
bp_valid^7:pretrainedTRUE:augmentationCutMix,-0.002548915921425401,0.010509848311548366,-0.24252642339515187,0.8083739414138217
bp_valid^8:pretrainedTRUE:augmentationCutMix,-0.0036456062584766646,0.010509848311548229,-0.34687524980459233,0.7286874721776551
