taxon,sample,start_basepairs,deduplicated_basepairs,clean_basepairs,cleaning_time,splitting_time,splitting_bp_per_file,5mer_counting_time,k5_img_time,6mer_counting_time,k6_img_time,7mer_counting_time,k7_img_time,8mer_counting_time,k8_img_time,9mer_counting_time,k9_img_time
S_paralias,S-7,632672983,593622862,356713164,104.41826915740968,99.00091648101808,"356713164,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",61.26676917076111,1.302980661392212,50.37174129486084,0.9747159481048584,50.92713522911072,1.157979965209961,58.33466601371765,2.574096202850342,62.0010461807251,3.532865047454834
S_paralias,S-8,475166824,451606056,256599540,99.98386120796204,99.83632922172546,"256599540,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",48.368345499038696,0.9675517082214355,48.12262654304504,0.9525542259216307,45.590744733810425,0.9933466911315918,45.87969160079956,2.2375926971435547,51.88710045814514,3.264331340789795
S_paralias,S-9,153444451,139646488,50639502,22.93989443778992,21.4765567779541,"50639502,50000000,20000000,10000000,5000000,2000000,1000000,500000",10.84371852874756,1.106666088104248,11.369759559631348,0.7570459842681885,10.341581106185911,0.8162341117858887,10.513668060302734,1.8167166709899905,11.781099319458008,2.804253578186035
S_jatrophifolium,S-21,593228433,554404610,402481369,108.0466287136078,133.67713475227356,"402481369,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",56.75559329986572,0.9458436965942384,68.60710835456848,0.9921700954437256,67.51490950584412,1.005354881286621,68.02749800682068,2.1933538913726807,72.64273142814636,3.186702013015747
S_jatrophifolium,S-22,384499259,360734949,233417605,62.31598281860352,72.27360486984253,"233417605,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",54.3449387550354,1.7478928565979004,53.54983353614807,0.929440975189209,48.50653052330017,1.018916130065918,57.09859919548035,2.138528347015381,57.91564679145813,3.253969430923462
S_jatrophifolium,S-23,375492615,354129704,230371233,60.38072323799133,98.99916005134584,"230371233,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",48.48296856880188,0.854095458984375,47.83686661720276,0.9501399993896484,55.1839451789856,0.9893362522125244,51.45900559425354,2.2604336738586426,54.4542338848114,3.3028197288513184
S_jatrophifolium,S-24,771342112,719852417,521685389,133.78273391723633,182.8267800807953,"521685389,500000000,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",111.34008264541626,0.9204878807067872,100.62807893753052,1.0497376918792725,99.2677583694458,1.1171717643737793,110.90634274482728,2.394148111343384,114.70883464813232,3.4924404621124268
S_jatrophifolium,S-25,878066470,825837732,507611766,148.43594765663147,158.82954454421997,"507611766,500000000,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",137.98397040367126,1.1671888828277588,107.94093084335329,1.2451486587524414,105.98296236991882,1.4041132926940918,126.93812918663023,2.403202533721924,124.07604241371156,3.995988607406616
S_jatrophifolium,S-26,752013493,712720764,453300568,123.9390606880188,130.37759494781494,"453300568,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",65.31055688858032,0.9020209312438964,66.4821949005127,1.3169238567352295,66.8137412071228,1.229991436004639,72.30677914619446,2.447066068649292,73.64033699035645,3.634333610534668
S_jatrophifolium,S-27,624249820,588072668,378280433,109.83018565177916,117.78553462028503,"378280433,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",55.9487681388855,0.7859463691711426,59.87803554534912,1.2589144706726074,60.68688488006592,1.2275710105895996,52.58135890960693,2.2346932888031006,65.80388140678406,3.1770951747894287
S_jatrophifolium,S-28,531270607,499942098,322747393,81.2483274936676,145.74465227127075,"322747393,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",43.16254377365112,0.8824875354766846,57.30002665519714,1.378408670425415,48.81656193733215,1.081810474395752,52.34048008918762,2.250058889389038,55.72067451477051,3.235428810119629
S_jatrophifolium,S-29,897679162,865804161,311208918,119.6418159008026,120.09392786026,"311208918,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",45.75037908554077,0.8298869132995605,50.752506494522095,1.0849862098693848,53.4981997013092,1.0945115089416504,57.31208515167236,2.261110782623291,52.30211424827576,3.2060201168060303
S_jatrophifolium,S-30,890032899,839016526,390725974,123.77993035316469,131.73358607292175,"390725974,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",60.72219467163086,0.9691195487976074,66.09392023086548,0.957036018371582,61.28649187088013,1.229773759841919,61.74119520187378,2.2578277587890625,62.51809239387512,3.4167816638946533
S_puberum,S-61,585896183,546470179,269363470,83.95926785469055,97.22422909736632,"269363470,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",47.99397468566895,1.1066069602966309,47.536333322525024,0.9513938426971436,54.05825066566467,1.1889636516571045,52.99371218681336,2.386502265930176,51.436354637146,3.190439224243164
S_puberum,S-62,498011698,472815982,217038600,77.2225251197815,72.61235809326172,"217038600,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",47.591943979263306,0.8858273029327393,51.0581533908844,0.9592485427856444,53.80562257766724,1.0882925987243652,52.90531396865845,2.1909642219543457,49.207403898239136,3.2345330715179443
S_puberum,S-63,696173618,658979310,455240315,124.72851085662842,136.690753698349,"455240315,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",63.7809579372406,1.0521457195281982,69.59721851348877,0.9432761669158936,66.77693033218384,1.0620501041412354,68.70461535453796,2.192758798599243,81.32903265953064,3.174676418304444
S_puberum,S-64,697003887,656618796,415383034,111.34788608551024,125.6018717288971,"415383034,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",69.6931037902832,0.7841587066650391,63.8465781211853,0.986100435256958,63.98229479789734,1.051147222518921,75.87858819961548,2.1585466861724854,70.55989670753479,3.287743330001831
S_puberum,S-65,660253679,629648668,278825086,94.6237325668335,108.54055142402648,"278825086,200000000,100000000,50000000,20000000,10000000,5000000,2000000,1000000,500000",48.3398540019989,0.8569023609161377,46.69187259674072,0.956594944000244,47.93815803527832,1.0479938983917236,48.16366600990296,2.162817478179932,54.84625601768494,3.2143564224243164
